"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	Count	Population	Age-Adjusted Rate	Crude Rate
	"Other Oral Cavity and Pharynx"	"20100"	"Kansas"	"20"	"2003"	"2003"	Suppressed	2723004	Suppressed	Suppressed
	"Other Oral Cavity and Pharynx"	"20100"	"Kansas"	"20"	"2004"	"2004"	Suppressed	2734373	Suppressed	Suppressed
	"Other Oral Cavity and Pharynx"	"20100"	"Kansas"	"20"	"2005"	"2005"	Suppressed	2745299	Suppressed	Suppressed
	"Other Oral Cavity and Pharynx"	"20100"	"Kansas"	"20"	"2006"	"2006"	Suppressed	2762931	Suppressed	Suppressed
	"Other Oral Cavity and Pharynx"	"20100"	"Kansas"	"20"	"2007"	"2007"	Suppressed	2783785	Suppressed	Suppressed
	"Other Oral Cavity and Pharynx"	"20100"	"Kansas"	"20"	"2008"	"2008"	Suppressed	2808076	Suppressed	Suppressed
	"Other Oral Cavity and Pharynx"	"20100"	"Kansas"	"20"	"2009"	"2009"	Suppressed	2832704	Suppressed	Suppressed
	"Other Oral Cavity and Pharynx"	"20100"	"Kansas"	"20"	"2010"	"2010"	Suppressed	2858825	Suppressed	Suppressed
	"Other Oral Cavity and Pharynx"	"20100"	"Kansas"	"20"	"2011"	"2011"	Suppressed	2872711	Suppressed	Suppressed
	"Other Oral Cavity and Pharynx"	"20100"	"Kansas"	"20"	"2012"	"2012"	Suppressed	2891541	Suppressed	Suppressed
	"Other Oral Cavity and Pharynx"	"20100"	"Kansas"	"20"	"2013"	"2013"	Suppressed	2902190	Suppressed	Suppressed
	"Other Oral Cavity and Pharynx"	"20100"	"Kansas"	"20"	"2014"	"2014"	Suppressed	2912032	Suppressed	Suppressed
	"Other Oral Cavity and Pharynx"	"20100"	"Kansas"	"20"	"2015"	"2015"	Suppressed	2923211	Suppressed	Suppressed
	"Other Oral Cavity and Pharynx"	"20100"	"Kansas"	"20"	"2016"	"2016"	Suppressed	2927628	Suppressed	Suppressed
	"Other Oral Cavity and Pharynx"	"20100"	"Kansas"	"20"	"2017"	"2017"	Suppressed	2927546	Suppressed	Suppressed
	"Other Oral Cavity and Pharynx"	"20100"	"Kansas"	"20"	"2018"	"2018"	Suppressed	2931560	Suppressed	Suppressed
	"Other Oral Cavity and Pharynx"	"20100"	"Kansas"	"20"	"2019"	"2019"	Suppressed	2933672	Suppressed	Suppressed
	"Other Oral Cavity and Pharynx"	"20100"	"Kansas"	"20"	"2020"	"2020"	Suppressed	2937919	Suppressed	Suppressed
	"Other Oral Cavity and Pharynx"	"20100"	"Kansas"	"20"	"2021"	"2021"	Suppressed	2937922	Suppressed	Suppressed
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"1999"	"1999"	2348	2678338	85.4	87.7
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2000"	"2000"	2327	2693681	84.1	86.4
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2001"	"2001"	2251	2702162	80.7	83.3
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2002"	"2002"	2231	2713535	79.1	82.2
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2003"	"2003"	2381	2723004	84.0	87.4
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2004"	"2004"	2285	2734373	79.6	83.6
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2005"	"2005"	2259	2745299	77.7	82.3
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2006"	"2006"	2352	2762931	79.8	85.1
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2007"	"2007"	2350	2783785	78.8	84.4
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2008"	"2008"	2492	2808076	82.7	88.7
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2009"	"2009"	2385	2832704	77.6	84.2
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2010"	"2010"	2324	2858825	74.5	81.3
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2011"	"2011"	2396	2872711	76.4	83.4
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2012"	"2012"	2463	2891541	76.8	85.2
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2013"	"2013"	2404	2902190	73.4	82.8
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2014"	"2014"	2493	2912032	76.1	85.6
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2015"	"2015"	2512	2923211	75.5	85.9
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2016"	"2016"	2586	2927628	77.1	88.3
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2017"	"2017"	2646	2927546	77.5	90.4
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2018"	"2018"	2718	2931560	78.7	92.7
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2019"	"2019"	2777	2933672	79.6	94.7
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2020"	"2020"	2497	2937919	70.7	85.0
	"Digestive System"	"21010-21130"	"Kansas"	"20"	"2021"	"2021"	2643	2937922	73.7	90.0
	"Esophagus"	"21010"	"Kansas"	"20"	"1999"	"1999"	104	2678338	3.9	3.9
	"Esophagus"	"21010"	"Kansas"	"20"	"2000"	"2000"	119	2693681	4.4	4.4
	"Esophagus"	"21010"	"Kansas"	"20"	"2001"	"2001"	112	2702162	4.1	4.1
	"Esophagus"	"21010"	"Kansas"	"20"	"2002"	"2002"	102	2713535	3.6	3.8
	"Esophagus"	"21010"	"Kansas"	"20"	"2003"	"2003"	124	2723004	4.4	4.6
	"Esophagus"	"21010"	"Kansas"	"20"	"2004"	"2004"	103	2734373	3.6	3.8
	"Esophagus"	"21010"	"Kansas"	"20"	"2005"	"2005"	108	2745299	3.8	3.9
	"Esophagus"	"21010"	"Kansas"	"20"	"2006"	"2006"	137	2762931	4.6	5.0
	"Esophagus"	"21010"	"Kansas"	"20"	"2007"	"2007"	133	2783785	4.5	4.8
	"Esophagus"	"21010"	"Kansas"	"20"	"2008"	"2008"	142	2808076	4.6	5.1
	"Esophagus"	"21010"	"Kansas"	"20"	"2009"	"2009"	128	2832704	4.1	4.5
	"Esophagus"	"21010"	"Kansas"	"20"	"2010"	"2010"	128	2858825	4.0	4.5
	"Esophagus"	"21010"	"Kansas"	"20"	"2011"	"2011"	135	2872711	4.1	4.7
	"Esophagus"	"21010"	"Kansas"	"20"	"2012"	"2012"	136	2891541	4.2	4.7
	"Esophagus"	"21010"	"Kansas"	"20"	"2013"	"2013"	159	2902190	4.9	5.5
	"Esophagus"	"21010"	"Kansas"	"20"	"2014"	"2014"	147	2912032	4.4	5.0
	"Esophagus"	"21010"	"Kansas"	"20"	"2015"	"2015"	148	2923211	4.4	5.1
	"Esophagus"	"21010"	"Kansas"	"20"	"2016"	"2016"	157	2927628	4.6	5.4
	"Esophagus"	"21010"	"Kansas"	"20"	"2017"	"2017"	177	2927546	4.9	6.0
	"Esophagus"	"21010"	"Kansas"	"20"	"2018"	"2018"	178	2931560	4.9	6.1
	"Esophagus"	"21010"	"Kansas"	"20"	"2019"	"2019"	182	2933672	5.2	6.2
	"Esophagus"	"21010"	"Kansas"	"20"	"2020"	"2020"	161	2937919	4.5	5.5
	"Esophagus"	"21010"	"Kansas"	"20"	"2021"	"2021"	157	2937922	4.3	5.3
	"Stomach"	"21020"	"Kansas"	"20"	"1999"	"1999"	165	2678338	6.0	6.2
	"Stomach"	"21020"	"Kansas"	"20"	"2000"	"2000"	157	2693681	5.7	5.8
	"Stomach"	"21020"	"Kansas"	"20"	"2001"	"2001"	155	2702162	5.6	5.7
	"Stomach"	"21020"	"Kansas"	"20"	"2002"	"2002"	153	2713535	5.4	5.6
	"Stomach"	"21020"	"Kansas"	"20"	"2003"	"2003"	132	2723004	4.7	4.8
	"Stomach"	"21020"	"Kansas"	"20"	"2004"	"2004"	151	2734373	5.2	5.5
	"Stomach"	"21020"	"Kansas"	"20"	"2005"	"2005"	156	2745299	5.5	5.7
	"Stomach"	"21020"	"Kansas"	"20"	"2006"	"2006"	143	2762931	5.0	5.2
	"Stomach"	"21020"	"Kansas"	"20"	"2007"	"2007"	145	2783785	4.9	5.2
	"Stomach"	"21020"	"Kansas"	"20"	"2008"	"2008"	168	2808076	5.4	6.0
	"Stomach"	"21020"	"Kansas"	"20"	"2009"	"2009"	159	2832704	5.2	5.6
	"Stomach"	"21020"	"Kansas"	"20"	"2010"	"2010"	163	2858825	5.3	5.7
	"Stomach"	"21020"	"Kansas"	"20"	"2011"	"2011"	200	2872711	6.4	7.0
	"Stomach"	"21020"	"Kansas"	"20"	"2012"	"2012"	164	2891541	5.1	5.7
	"Stomach"	"21020"	"Kansas"	"20"	"2013"	"2013"	157	2902190	4.7	5.4
	"Stomach"	"21020"	"Kansas"	"20"	"2014"	"2014"	151	2912032	4.6	5.2
	"Stomach"	"21020"	"Kansas"	"20"	"2015"	"2015"	166	2923211	5.0	5.7
	"Stomach"	"21020"	"Kansas"	"20"	"2016"	"2016"	169	2927628	4.9	5.8
	"Stomach"	"21020"	"Kansas"	"20"	"2017"	"2017"	174	2927546	5.1	5.9
	"Stomach"	"21020"	"Kansas"	"20"	"2018"	"2018"	180	2931560	5.1	6.1
	"Stomach"	"21020"	"Kansas"	"20"	"2019"	"2019"	189	2933672	5.2	6.4
	"Stomach"	"21020"	"Kansas"	"20"	"2020"	"2020"	160	2937919	4.6	5.4
	"Stomach"	"21020"	"Kansas"	"20"	"2021"	"2021"	205	2937922	5.7	7.0
	"Small Intestine"	"21030"	"Kansas"	"20"	"1999"	"1999"	53	2678338	2.0	2.0
	"Small Intestine"	"21030"	"Kansas"	"20"	"2000"	"2000"	34	2693681	1.2	1.3
	"Small Intestine"	"21030"	"Kansas"	"20"	"2001"	"2001"	36	2702162	1.3	1.3
	"Small Intestine"	"21030"	"Kansas"	"20"	"2002"	"2002"	41	2713535	1.5	1.5
	"Small Intestine"	"21030"	"Kansas"	"20"	"2003"	"2003"	42	2723004	1.5	1.5
	"Small Intestine"	"21030"	"Kansas"	"20"	"2004"	"2004"	48	2734373	1.7	1.8
	"Small Intestine"	"21030"	"Kansas"	"20"	"2005"	"2005"	64	2745299	2.3	2.3
	"Small Intestine"	"21030"	"Kansas"	"20"	"2006"	"2006"	62	2762931	2.1	2.2
	"Small Intestine"	"21030"	"Kansas"	"20"	"2007"	"2007"	53	2783785	1.8	1.9
	"Small Intestine"	"21030"	"Kansas"	"20"	"2008"	"2008"	65	2808076	2.2	2.3
	"Small Intestine"	"21030"	"Kansas"	"20"	"2009"	"2009"	74	2832704	2.5	2.6
	"Small Intestine"	"21030"	"Kansas"	"20"	"2010"	"2010"	61	2858825	2.0	2.1
	"Small Intestine"	"21030"	"Kansas"	"20"	"2011"	"2011"	88	2872711	2.9	3.1
	"Small Intestine"	"21030"	"Kansas"	"20"	"2012"	"2012"	74	2891541	2.3	2.6
	"Small Intestine"	"21030"	"Kansas"	"20"	"2013"	"2013"	73	2902190	2.2	2.5
	"Small Intestine"	"21030"	"Kansas"	"20"	"2014"	"2014"	74	2912032	2.3	2.5
	"Small Intestine"	"21030"	"Kansas"	"20"	"2015"	"2015"	75	2923211	2.3	2.6
	"Small Intestine"	"21030"	"Kansas"	"20"	"2016"	"2016"	122	2927628	3.8	4.2
	"Small Intestine"	"21030"	"Kansas"	"20"	"2017"	"2017"	107	2927546	3.2	3.7
	"Small Intestine"	"21030"	"Kansas"	"20"	"2018"	"2018"	100	2931560	2.9	3.4
	"Small Intestine"	"21030"	"Kansas"	"20"	"2019"	"2019"	87	2933672	2.4	3.0
	"Small Intestine"	"21030"	"Kansas"	"20"	"2020"	"2020"	90	2937919	2.5	3.1
	"Small Intestine"	"21030"	"Kansas"	"20"	"2021"	"2021"	88	2937922	2.5	3.0
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"1999"	"1999"	1553	2678338	56.3	58.0
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2000"	"2000"	1556	2693681	56.1	57.8
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2001"	"2001"	1487	2702162	53.1	55.0
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2002"	"2002"	1425	2713535	50.4	52.5
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2003"	"2003"	1552	2723004	54.7	57.0
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2004"	"2004"	1474	2734373	51.3	53.9
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2005"	"2005"	1399	2745299	48.0	51.0
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2006"	"2006"	1466	2762931	49.6	53.1
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2007"	"2007"	1431	2783785	47.9	51.4
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2008"	"2008"	1441	2808076	48.0	51.3
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2009"	"2009"	1380	2832704	45.4	48.7
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2010"	"2010"	1354	2858825	43.6	47.4
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2011"	"2011"	1273	2872711	40.9	44.3
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2012"	"2012"	1344	2891541	42.2	46.5
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2013"	"2013"	1266	2902190	39.2	43.6
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2014"	"2014"	1330	2912032	41.2	45.7
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2015"	"2015"	1298	2923211	39.4	44.4
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2016"	"2016"	1300	2927628	39.6	44.4
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2017"	"2017"	1334	2927546	40.1	45.6
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2018"	"2018"	1366	2931560	40.9	46.6
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2019"	"2019"	1405	2933672	41.4	47.9
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2020"	"2020"	1229	2937919	35.7	41.8
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	"2021"	"2021"	1293	2937922	37.0	44.0
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"1999"	"1999"	1166	2678338	42.1	43.5
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2000"	"2000"	1139	2693681	40.7	42.3
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2001"	"2001"	1095	2702162	38.9	40.5
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2002"	"2002"	1062	2713535	37.4	39.1
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2003"	"2003"	1144	2723004	40.2	42.0
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2004"	"2004"	1062	2734373	36.8	38.8
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2005"	"2005"	993	2745299	34.0	36.2
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2006"	"2006"	1071	2762931	36.2	38.8
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2007"	"2007"	1088	2783785	36.3	39.1
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2008"	"2008"	1052	2808076	35.0	37.5
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2009"	"2009"	1010	2832704	33.2	35.7
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2010"	"2010"	1012	2858825	32.7	35.4
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2011"	"2011"	933	2872711	30.0	32.5
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2012"	"2012"	962	2891541	30.2	33.3
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2013"	"2013"	913	2902190	28.3	31.5
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2014"	"2014"	932	2912032	29.0	32.0
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2015"	"2015"	918	2923211	27.9	31.4
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2016"	"2016"	909	2927628	27.8	31.0
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2017"	"2017"	968	2927546	29.2	33.1
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2018"	"2018"	988	2931560	29.6	33.7
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2019"	"2019"	1010	2933672	29.4	34.4
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2020"	"2020"	860	2937919	24.5	29.3
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2021"	"2021"	902	2937922	25.6	30.7
	"Cecum"	"21041"	"Kansas"	"20"	"1999"	"1999"	285	2678338	10.3	10.6
	"Cecum"	"21041"	"Kansas"	"20"	"2000"	"2000"	240	2693681	8.5	8.9
	"Cecum"	"21041"	"Kansas"	"20"	"2001"	"2001"	230	2702162	8.1	8.5
	"Cecum"	"21041"	"Kansas"	"20"	"2002"	"2002"	225	2713535	7.9	8.3
	"Cecum"	"21041"	"Kansas"	"20"	"2003"	"2003"	241	2723004	8.4	8.9
	"Cecum"	"21041"	"Kansas"	"20"	"2004"	"2004"	245	2734373	8.5	9.0
	"Cecum"	"21041"	"Kansas"	"20"	"2005"	"2005"	222	2745299	7.5	8.1
	"Cecum"	"21041"	"Kansas"	"20"	"2006"	"2006"	243	2762931	8.1	8.8
	"Cecum"	"21041"	"Kansas"	"20"	"2007"	"2007"	258	2783785	8.5	9.3
	"Cecum"	"21041"	"Kansas"	"20"	"2008"	"2008"	217	2808076	7.1	7.7
	"Cecum"	"21041"	"Kansas"	"20"	"2009"	"2009"	224	2832704	7.2	7.9
	"Cecum"	"21041"	"Kansas"	"20"	"2010"	"2010"	227	2858825	7.2	7.9
	"Cecum"	"21041"	"Kansas"	"20"	"2011"	"2011"	202	2872711	6.5	7.0
	"Cecum"	"21041"	"Kansas"	"20"	"2012"	"2012"	243	2891541	7.6	8.4
	"Cecum"	"21041"	"Kansas"	"20"	"2013"	"2013"	206	2902190	6.4	7.1
	"Cecum"	"21041"	"Kansas"	"20"	"2014"	"2014"	214	2912032	6.5	7.3
	"Cecum"	"21041"	"Kansas"	"20"	"2015"	"2015"	222	2923211	6.8	7.6
	"Cecum"	"21041"	"Kansas"	"20"	"2016"	"2016"	212	2927628	6.3	7.2
	"Cecum"	"21041"	"Kansas"	"20"	"2017"	"2017"	203	2927546	5.9	6.9
	"Cecum"	"21041"	"Kansas"	"20"	"2018"	"2018"	210	2931560	6.2	7.2
	"Cecum"	"21041"	"Kansas"	"20"	"2019"	"2019"	200	2933672	5.6	6.8
	"Cecum"	"21041"	"Kansas"	"20"	"2020"	"2020"	185	2937919	5.1	6.3
	"Cecum"	"21041"	"Kansas"	"20"	"2021"	"2021"	186	2937922	5.2	6.3
	"Appendix"	"21042"	"Kansas"	"20"	"1999"	"1999"	Suppressed	2678338	Suppressed	Suppressed
	"Appendix"	"21042"	"Kansas"	"20"	"2000"	"2000"	Suppressed	2693681	Suppressed	Suppressed
	"Appendix"	"21042"	"Kansas"	"20"	"2001"	"2001"	18	2702162	0.7	0.7
	"Appendix"	"21042"	"Kansas"	"20"	"2002"	"2002"	21	2713535	0.8	0.8
	"Appendix"	"21042"	"Kansas"	"20"	"2003"	"2003"	Suppressed	2723004	Suppressed	Suppressed
	"Appendix"	"21042"	"Kansas"	"20"	"2004"	"2004"	19	2734373	0.7	0.7
	"Appendix"	"21042"	"Kansas"	"20"	"2005"	"2005"	18	2745299	0.6	0.7
	"Appendix"	"21042"	"Kansas"	"20"	"2006"	"2006"	26	2762931	0.9	0.9
	"Appendix"	"21042"	"Kansas"	"20"	"2007"	"2007"	30	2783785	1.1	1.1
	"Appendix"	"21042"	"Kansas"	"20"	"2008"	"2008"	25	2808076	0.8	0.9
	"Appendix"	"21042"	"Kansas"	"20"	"2009"	"2009"	29	2832704	1.0	1.0
	"Appendix"	"21042"	"Kansas"	"20"	"2010"	"2010"	35	2858825	1.1	1.2
	"Appendix"	"21042"	"Kansas"	"20"	"2011"	"2011"	27	2872711	0.9	0.9
	"Appendix"	"21042"	"Kansas"	"20"	"2012"	"2012"	36	2891541	1.2	1.2
	"Appendix"	"21042"	"Kansas"	"20"	"2013"	"2013"	36	2902190	1.1	1.2
	"Appendix"	"21042"	"Kansas"	"20"	"2014"	"2014"	55	2912032	1.8	1.9
	"Appendix"	"21042"	"Kansas"	"20"	"2015"	"2015"	43	2923211	1.4	1.5
	"Appendix"	"21042"	"Kansas"	"20"	"2016"	"2016"	61	2927628	1.9	2.1
	"Appendix"	"21042"	"Kansas"	"20"	"2017"	"2017"	61	2927546	2.0	2.1
	"Appendix"	"21042"	"Kansas"	"20"	"2018"	"2018"	75	2931560	2.4	2.6
	"Appendix"	"21042"	"Kansas"	"20"	"2019"	"2019"	68	2933672	2.2	2.3
	"Appendix"	"21042"	"Kansas"	"20"	"2020"	"2020"	65	2937919	2.0	2.2
	"Appendix"	"21042"	"Kansas"	"20"	"2021"	"2021"	48	2937922	1.4	1.6
	"Ascending Colon"	"21043"	"Kansas"	"20"	"1999"	"1999"	216	2678338	7.8	8.1
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2000"	"2000"	236	2693681	8.4	8.8
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2001"	"2001"	218	2702162	7.7	8.1
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2002"	"2002"	197	2713535	6.8	7.3
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2003"	"2003"	228	2723004	7.9	8.4
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2004"	"2004"	215	2734373	7.4	7.9
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2005"	"2005"	203	2745299	6.9	7.4
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2006"	"2006"	196	2762931	6.6	7.1
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2007"	"2007"	218	2783785	7.3	7.8
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2008"	"2008"	234	2808076	7.7	8.3
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2009"	"2009"	206	2832704	6.7	7.3
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2010"	"2010"	223	2858825	7.2	7.8
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2011"	"2011"	210	2872711	6.8	7.3
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2012"	"2012"	202	2891541	6.3	7.0
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2013"	"2013"	195	2902190	6.1	6.7
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2014"	"2014"	181	2912032	5.5	6.2
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2015"	"2015"	196	2923211	5.9	6.7
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2016"	"2016"	156	2927628	4.7	5.3
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2017"	"2017"	194	2927546	5.8	6.6
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2018"	"2018"	180	2931560	5.3	6.1
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2019"	"2019"	197	2933672	5.5	6.7
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2020"	"2020"	155	2937919	4.3	5.3
	"Ascending Colon"	"21043"	"Kansas"	"20"	"2021"	"2021"	178	2937922	5.0	6.1
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"1999"	"1999"	53	2678338	1.9	2.0
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2000"	"2000"	53	2693681	1.9	2.0
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2001"	"2001"	55	2702162	2.0	2.0
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2002"	"2002"	58	2713535	2.0	2.1
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2003"	"2003"	75	2723004	2.7	2.8
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2004"	"2004"	42	2734373	1.4	1.5
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2005"	"2005"	44	2745299	1.5	1.6
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2006"	"2006"	69	2762931	2.4	2.5
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2007"	"2007"	51	2783785	1.7	1.8
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2008"	"2008"	56	2808076	1.9	2.0
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2009"	"2009"	59	2832704	1.9	2.1
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2010"	"2010"	42	2858825	1.4	1.5
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2011"	"2011"	42	2872711	1.4	1.5
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2012"	"2012"	42	2891541	1.3	1.5
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2013"	"2013"	39	2902190	1.3	1.3
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2014"	"2014"	53	2912032	1.7	1.8
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2015"	"2015"	40	2923211	1.2	1.4
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2016"	"2016"	36	2927628	1.1	1.2
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2017"	"2017"	49	2927546	1.5	1.7
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2018"	"2018"	35	2931560	1.0	1.2
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2019"	"2019"	54	2933672	1.5	1.8
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2020"	"2020"	40	2937919	1.1	1.4
	"Hepatic Flexure"	"21044"	"Kansas"	"20"	"2021"	"2021"	51	2937922	1.4	1.7
	"Transverse Colon"	"21045"	"Kansas"	"20"	"1999"	"1999"	76	2678338	2.7	2.8
	"Transverse Colon"	"21045"	"Kansas"	"20"	"2000"	"2000"	97	2693681	3.4	3.6
	"Transverse Colon"	"21045"	"Kansas"	"20"	"2001"	"2001"	85	2702162	3.0	3.1
	"Transverse Colon"	"21045"	"Kansas"	"20"	"2002"	"2002"	91	2713535	3.1	3.4
	"Transverse Colon"	"21045"	"Kansas"	"20"	"2003"	"2003"	89	2723004	3.1	3.3
	"Transverse Colon"	"21045"	"Kansas"	"20"	"2004"	"2004"	85	2734373	2.9	3.1
	"Transverse Colon"	"21045"	"Kansas"	"20"	"2005"	"2005"	89	2745299	3.0	3.2
	"Transverse Colon"	"21045"	"Kansas"	"20"	"2006"	"2006"	97	2762931	3.3	3.5
	"Transverse Colon"	"21045"	"Kansas"	"20"	"2007"	"2007"	93	2783785	3.1	3.3
	"Transverse Colon"	"21045"	"Kansas"	"20"	"2008"	"2008"	96	2808076	3.2	3.4
	"Transverse Colon"	"21045"	"Kansas"	"20"	"2009"	"2009"	96	2832704	3.3	3.4
	"Transverse Colon"	"21045"	"Kansas"	"20"	"2010"	"2010"	99	2858825	3.2	3.5
	"Transverse Colon"	"21045"	"Kansas"	"20"	"2011"	"2011"	84	2872711	2.7	2.9
	"Transverse Colon"	"21045"	"Kansas"	"20"	"2012"	"2012"	74	2891541	2.3	2.6
	"Transverse Colon"	"21045"	"Kansas"	"20"	"2013"	"2013"	76	2902190	2.3	2.6
	"Transverse Colon"	"21045"	"Kansas"	"20"	"2014"	"2014"	82	2912032	2.6	2.8
